ID_compound,SMILES,Common_name,Biological Activity,Pathogen,Category,IC50 (µM),Experiment Type,IC50(µg/ml),CC50,Ki,EC50_invitro,EC50_viral,% Inhibition,Tested at [C],Molecular Weight,Origin,Formula,Family,Sub_family,Nature,Reference,ID_ref,PUBCHEM_CID
6719,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NC(C)(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,524.67,,C28H40N6O4,,,,AID_1806912,,162478923
6720,CC(C)C[C@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NC(C)(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,524.67,,C28H40N6O4,,,,AID_1806912,,166178097
6721,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(C#N)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,529.6,,C29H31N5O5,,,,AID_1806912,,166178098
6722,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCCCC4)CC3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,491.59,,C27H33N5O4,,,,AID_1806912,,162396243
6723,COC1=CC=CC2=C1C=C(N2)C(=O)N3CC4(CCC4)C[C@H]3C(=O)N[C@@H](C[C@@H]5CCNC5=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,463.54,,C25H29N5O4,,,,AID_1806912,,162396247
6724,CC(C)C[C@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,558.68,,C31H38N6O4,,,,AID_1806912,,166178112
6725,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(C#N)NCC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC=C4OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,558.68,,C31H38N6O4,,,,AID_1806912,,162466438
6726,CCNC(C#N)[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(C)C)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,496.61,,C26H36N6O4,,,,AID_1806912,,166178113
6727,COC1=CC=CC2=C1CC(N2)C(=O)N[C@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,6,Enzymo,,,,,,,,439.52,,C23H29N5O4,,,,AID_1806912,,166178114
6728,COC1=CC=CC2=C1CC(N2)C(=O)N[C@@H](CC3CC3)C(=O)N[C@@H](C[C@@H]4CCNC4=O)C#N,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,439.52,,C23H29N5O4,,,,AID_1806912,,162479327
6729,CC(C)C[C@@H](C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)C2=CC3=C(N2)C=CC=C3OC,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,524.6,,C23H32N4O8S,,,,AID_1806912,,159338565
6730,COC1=CC=CC2=C1C=C(N2)C(=O)N3C[C@@H](C[C@H]3C(=O)N[C@@H](C[C@@H]4CCNC4=O)C(O)S(=O)(=O)O)C5=CC=CC=C5,,Active,SARS_CoV-2,3CLpro_cov-2,2,Enzymo,,,,,,,,584.65,,C28H32N4O8S,,,,AID_1806912,,162396325
6731,C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)[O-])C[N+]4=CC=CC=C4,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,415.5,,C19H17N3O4S2,,,,AID_1479145,,5206924
6732,CCCCCCCCCCCCCCCCCCCCCCO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,326.61,,C22H46O,,,,AID_1479145,,12620
6733,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5[N+](=O)[O-])N=C4C3=C2)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,393.36,,C20H15N3O6,,,,AID_1479145,,472335
6734,CC(C)OC(=O)NC1=CC2=C(C=C1)N=C(N2)C3=CSC=N3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,302.36,,C14H14N4O2S,,,,AID_1479145,,33309
6735,C[C@H](CSC(=O)C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,406.5,,C20H26N2O5S,,,,AID_1479145,,71992
6736,C[C@H]1C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)OC(=O)C5=CC=CC=C5)C)O)F)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,496.58,,C29H33FO6,,,,AID_1479145,,53315078
6737,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,585.66,,C29H39N5O8,,,,AID_1479145,,73265192
6738,C1=CC(=NC(=C1)/C=C/C2=CC=C(O2)[N+](=O)[O-])CO,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,246.22,,C12H10N2O4,,,,AID_1479145,,6436061
6739,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSCCCC(=O)N([C@H](C(=O)N1)CC2=CC=C(C=C2)O)C)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,988.18,,C45H69N11O12S,,,,AID_1479145,,71715
6740,CCCCC(CC)COC(=O)C1=CC=C(C=C1)NC2=NC(=NC(=N2)NC3=CC=C(C=C3)C(=O)OCC(CC)CCCC)NC4=CC=C(C=C4)C(=O)OCC(CC)CCCC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,823.09,,C48H66N6O6,,,,AID_1479145,,159201
6741,C1CC12CN(C[C@@H]2N)C3=C(C=C4C(=C3Cl)N(C=C(C4=O)C(=O)O)C5C[C@@H]5F)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,409.82,,C19H18ClF2N3O3,,,,AID_1479145,,44341401
6742,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)[O-])C)C(=C3C)CCC(=O)[O-])C=C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,560.65,,C34H32N4O4-2,,,,AID_1479145,,3794562
6743,CC[C@@]1(C[C@@H]2C[C@@]([C]3C(=C4C=CC=CC4=N3)CCN(C2)C1)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O.OS(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,851.01,,C43H56N5O11S,,,,AID_1479145,,73265384
6744,C[C@@H]1[C@H]([C@@H](CC(O1)O[C@H]2[C@@H](CC3=C(C2=O)C(=C4C(=C3)C=C(C(=C4O)C)OC5C[C@@H]([C@@H]([C@@H](O5)C)OC(=O)C)OC6C[C@@H]([C@@H]([C@@H](O6)C)OC)O)O)[C@H](C(=O)[C@H]([C@H](C)O)O)OC)OC7C[C@@H]([C@H]([C@@H](O7)C)O)OC8C[C@]([C@H]([C@@H](O8)C)OC(=O)C)(C)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,1183.26,,C57H82O26,,,,AID_1479145,,15953908
6745,C1[C@H]2C[C@@H]2N([C@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,315.42,,C18H25N3O2,,,,AID_1479145,,73265207
6746,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)CSC#N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,253.37,,C13H19NO2S,,,,AID_1479145,,13218779
6747,C(P(=O)(O)O)P(=O)(O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,176,,CH6O6P2,,,,AID_1479145,,16124
6748,CNC(=O)OCC1=NC(=CC=C1)COC(=O)NC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,253.26,,C11H15N3O4,,,,AID_1479145,,4990
6749,CC1=C(C=C(C=C1)S(=O)(=O)[O-])C.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,208.21,,C8H9NaO3S,,,,AID_1479145,,23668192
6750,CC(C)CCON=O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,117.15,,C5H11NO2,,,,AID_1479145,,8053
6751,C(CC=O)CC=O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,100.12,,C5H8O2,,,,AID_1479145,,3485
6752,C1=CC=C(C=C1)/C=C/C=O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,132.16,,C9H8O,,,,AID_1479145,,637511
6753,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(CC=C)O)CCC4=CCCC[C@H]34,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,300.49,,C21H32O,,,,AID_1479145,,235905
6754,C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,416.51,,C24H32O6,,,,AID_1479145,,5877
6755,CCOC(=O)CC1=CC=C(C=C1)C2=CC=CC=C2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,240.3,,C16H16O2,,,,AID_1479145,,26436
6756,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,278.44,,C18H30O2,,,,AID_1479145,,5280933
6757,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,442.68,,C29H46O3,,,,AID_1479145,,155143
6758,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,252.1,,C8H11Cl2N3O2,,,,AID_1479145,,6194
6759,C1=CC=C(C=C1)/C=C/C2=CC=NC=C2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,181.24,,C13H11N,,,,AID_1479145,,641098
6760,[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)O)C(=O)N)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,193.16,,C6H11NO6,,,,AID_1479145,,636367
6761,CCC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)OC3=CC=CC=C3,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,378.45,,C18H22N2O5S,,,,AID_1479145,,92879
6762,CC1=CCC(CC1)C(C)(C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,154.25,,C10H18O,,,,AID_1479145,,17100
6763,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)[O-].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,426.4,,C23H19N2NaO5,,,,AID_1479145,,23680486
6764,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,338.04,,C6F14,,,,AID_1479145,,9639
6765,C[C@H]\1CC[C@@H](C/C1=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,398.68,,C28H46O,,,,AID_1479145,,5311071
6766,C[N+]1(CCCCC1COC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.COS(=O)(=O)[O-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,465.57,,C23H31NO7S,,,,AID_1479145,,31799
6767,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC.Cl.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,397.39,,C12H26Cl2N2O4S2,,,,AID_1479145,,71586979
6768,C[C@]12CC[C@H]3[C@H]([C@@H]1CC=C2)CC[C@@H]4[C@@]3(CCC(=O)C4)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,272.43,,C19H28O,,,,AID_1479145,,6852393
6769,CCN(CC)CCOC(=O)C1=CN=CC=C1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,414.41,,C18H26N2O9,,,,AID_1479145,,92897
6770,COC(C(Cl)Cl)(F)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,164.97,,C3H4Cl2F2O,,,,AID_1479145,,4116
6771,CC(C)OP(=O)(OC(C)C)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,184.15,,C6H14FO3P,,,,AID_1479145,,5936
6772,CCC(C1=CC=CC=C1)C(=O)NC(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,206.24,,C11H14N2O2,,,,AID_1479145,,72060
6773,CCCCCC1=C(C=C(C=C1)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,178.28,,C12H18O,,,,AID_1479145,,14759
6774,CO/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)CSC4=CN=NS4)C(=O)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,550.07,,C16H16ClN7O5S4,,,,AID_1479145,,60196300
6775,CC(C)CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,386.58,,C25H38O3,,,,AID_1479145,,231084
6776,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,568.89,,C40H56O2,,,,AID_1479145,,5280899
6777,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,677.94,,C36H72NO8P,,,,AID_1479145,,26197
6778,CN1C(=O)C=C(S1)Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,149.6,,C4H4ClNOS,,,,AID_1479145,,33344
6779,CC[N+](C)(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O.[Br-],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,422.36,,C21H28BrNO3,,,,AID_1479145,,18493
6780,C1CCN(CC1)CCOC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,375.9,,C21H26ClNO3,,,,AID_1479145,,23724801
6781,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)[O-])I)I.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,619.94,,C12H12I3N2NaO2,,,,AID_1479145,,23671932
6782,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)N(C)C(=O)C)I.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,649.92,,C12H10I3N2NaO4,,,,AID_1479145,,23675747
6783,CC1=CC(=C2[C@H]3[C@H]4[C@](CC[C@@H]5C4(CCCC5(C)C)CO3)(OC2=C1)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,342.48,,C22H30O3,,,,AID_1479145,,192160
6784,CC1([C@@H]([C@H](C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,457.61,,C30H35NO3,,,,AID_1479145,,154413
6785,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,408.01,,C15H22ClN3O2S3,,,,AID_1479145,,155032
6786,CC1=C(C(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C)Br,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,357.23,,C12H13BrN4O2S,,,,AID_1479145,,8310
6787,C1C[C@H]([C@@H](NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,451.15,,C16H18BrCl2N3O3,,,,AID_1479145,,60196305
6788,C1=CC(=CC=C1N)S(=O)(=O)NC(=S)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,231.3,,C7H9N3O2S2,,,,AID_1479145,,3000579
6789,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,278.3,,C6H14O8S2,,,,AID_1479145,,9296
6790,C1=CN=CC=C1C(=O)NNCS(=O)(=O)[O-].[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,253.22,,C7H8N3NaO4S,,,,AID_1479145,,23691029
6791,CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCO)/SS/C(=C(/C)\N(CC2=CN=C(N=C2N)C)C=O)/CCO)/C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,562.72,,C24H34N8O4S2,,,,AID_1479145,,3085168
6792,CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,387.23,,C15H19BrN2O5,,,,AID_1479145,,54158
6793,COCC(=O)NC1=C(C=CC(=C1)SC2=CC=CC=C2)N=C(NC(=O)OC)NC(=O)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,446.48,,C20H22N4O6S,,,,AID_1479145,,135449328
6794,CCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,402.57,,C22H42O6,,,,AID_1479145,,16212480
6795,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)[C@@H](CC(=O)NC)N)C(=O)O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,493.54,,C21H27N5O7S,,,,AID_1479145,,71961
6796,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,289.33,,C16H19NO4,,,,AID_1479145,,448223
6797,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,339.82,,C17H22ClNO4,,,,AID_1479145,,656832
6798,CC/C=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,604.11,,C23H30ClN5O8S2,,,,AID_1479145,,6918126
6799,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)[O-])N)OC)SC2)C(=O)O.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,541.57,,C16H20N7NaO7S3,,,,AID_1479145,,60196336
6800,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=CC=C4)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,1040.24,,C46H65N13O11S2,,,,AID_1479145,,14257662
6801,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)OP(=O)(O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,386.26,,C13H13F2N6O4P,,,,AID_1479145,,214356
6802,C[C@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CC[C@]34[C@H]2CC[C@@H]5[C@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,602.9,,C40H58O4,,,,AID_1479145,,5282164
6803,CCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)CC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,488.62,,C28H40O7,,,,AID_1479145,,636398
6804,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC[C@H](O3)CNC)N)N)N)O.OS(=O)(=O)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,561.66,,C20H43N5O11S,,,,AID_1479145,,171808
6805,CCCCC1=CC2=C(C=C1OCC3=CC=CC=C3)NC=C(C2=O)C(=O)OC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,365.43,,C22H23NO4,,,,AID_1479145,,26383
6806,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CCC(=O)C)/C)/C)/C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,330.56,,C23H38O,,,,AID_1479145,,5282199
6807,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,574.84,,C35H58O6,,,,AID_1479145,,9938056
6808,CCCCOC(=O)C(=O)NC1=CC=CC(=C1)C2=NNN=N2,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,289.3,,C13H15N5O3,,,,AID_1479145,,5380
6809,CCCN(CC)C(CC)C(=O)NC1=C(C=CC=C1C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,276.42,,C17H28N2O,,,,AID_1479145,,37497
6810,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,381.9,,C20H28ClNO4,,,,AID_1479145,,39324
6811,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)COC(=O)CC(C)(C)C)CCC5=CC(=O)C=C[C@@]53C)F)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,532.65,,C30H41FO7,,,,AID_1479145,,21826
6812,CC1=CC=C(C=C1)S(=O)(=O)O.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OCOC(=O)[C@H]4C(S(=O)(=O)[C@H]5N4C(=O)C5)(C)C)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,766.87,,C32H38N4O12S3,,,,AID_1479145,,444021
6813,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC=C4[C@@]3(CCC(=C4)C(=O)O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,399.58,,C25H37NO3,,,,AID_1479145,,68741
6814,CCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)COC(=O)CC,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,518.62,,C29H39FO7,,,,AID_1479145,,71470
6815,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4.Cl,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,361.92,,C19H28ClN5,,,,AID_1479145,,6917787
6816,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@@H]4C[C@H]5[C@@H](CC6=CNC7=CC=CC5=C67)N(C4)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,577.73,,C32H43N5O5,,,,AID_1479145,,114948
6817,COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,297.29,,C8H12NO5PS2,,,,AID_1479145,,8293
6818,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)O)C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,494.57,,C26H26N2O6S,,,,AID_1479145,,93184
6819,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4=CC=CC=C4)CCC5=CC(=O)CC[C@]35C,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,420.59,,C28H36O3,,,,AID_1479145,,14743
6820,CC(=O)OCC(=O)[C@]1(C(=C)CC2[C@@]1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,432.49,,C24H29FO6,,,,AID_1479145,,60196346
6821,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)F,,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,434.5,,C24H31FO6,,,,AID_1479145,,443928
6822,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CN3C=NN=N3)C(=O)[O-])CSC4=NN=CS4.[Na+],,Inactive,SARS_CoV-2,Spike_cov-2,,,,,,,,,,462.47,,C13H11N8NaO4S3,,,,AID_1479145,,23688977
